round,worker_name,hostname,mode,ratio_used,allocated_samples,trained_samples,cpu_util,gpu_util,throughput,memory_headroom,time,train_seconds,total_seconds,request_seconds,samples_per_sec_train,samples_per_sec_total,iteration_time,loss,acc,shard_zip_bytes,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,avg_gpu_util_percent,max_gpu_util_percent,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_gpu_memory_percent,max_gpu_memory_percent
3,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.369833145424939,36984,73968,44.6232558139535,88.5348837209302,541.720195264109,68.2813953488372,136.542814254761,25.2114295959473,136.542814254761,140.599274396896,2933.90740570659,541.720195264109,0.021809195152204,4.81071471832749,0.047763897901795,73169013,44.6232558139535,59.5,31.7186046511628,32.5,88.5348837209302,99,1817.79069767442,1866,11.1500380155457,11.4457461816844
4,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.325678467860201,32567,65134,22.3325581395349,69.7906976744186,465.790151839328,71.2372093023256,139.835502624512,43.6307351589203,139.835502624512,143.655079603195,1492.8467229066,465.790151839328,0.042859268328998,4.84144382511654,0.043387478122025,64370714,22.3325581395349,36.4,28.7627906976744,29.4,69.7906976744186,99,1616,1616,13.1574662107149,13.1574662107149
4,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.301045088495239,30104,60208,40.2628571428571,84.7714285714286,373.421722253867,73.3057142857143,161.233255624771,38.9955856800079,161.233255624771,164.676992177963,1543.96963015399,373.421722253867,0.041396587770709,4.87582467402545,0.03926388519798,59559785,40.2628571428571,71.3,26.6942857142857,27.6,84.7714285714286,99,1602,1602,15.64453125,15.64453125
4,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.373276443644559,37329,74658,34.0848484848485,65.8787878787879,461.773212343611,68.6333333333333,161.676766872406,34.5551590919495,161.676766872406,165.751509428024,2160.54568874474,461.773212343611,0.029584896482834,4.81305918488777,0.047751078250154,73824594,34.0848484848485,57.7,31.3666666666667,31.9,65.8787878787879,97,1874.48484848485,1875,11.4977908880872,11.5009507452616
1,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,23.831884057971,94.6521739130435,476.280186972102,71.0101449275362,139.959632635117,38.9737954139709,139.959632635117,144.407187700272,1710.37999486456,476.280186972102,0.037402874677515,4.82685469372152,0.045979597959796,65828528,23.831884057971,52.8,28.9898550724638,30.1,94.6521739130435,99,1641.85507246377,1666,13.3679781180896,13.5645660315909
1,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,36.5565217391304,95.5507246376812,408.798505113141,71.5289855072464,163.063218593597,39.634819984436,163.063218593597,167.245842933655,1681.85449123211,408.798505113141,0.038037255263374,4.82203483840492,0.046699669966997,65928535,36.5565217391304,79.4,28.4710144927536,29.7,95.5507246376812,99,1594.55072463768,1618,15.5717844202899,15.80078125
1,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.3334,33340,66680,42.0619047619048,87.7142857142857,531.671486101394,60.4952380952381,125.415791034698,22.9748644828796,125.415791034698,129.579252719879,2902.30221160558,531.671486101394,0.022048814282994,4.8346195358821,0.045560887822436,65998942,42.0619047619048,59.1,39.5047619047619,40.5,87.7142857142857,97,1872,1872,11.4825492240692,11.4825492240692
2,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.334209896730833,33420,66840,22.6945945945946,92.2162162162162,488.889920377867,70.2297297297297,136.717893362045,39.0514109134674,136.717893362045,140.622807741165,1711.5898871902,488.889920377867,0.037334044850351,4.83180731836726,0.045915619389587,66054833,22.6945945945946,54.4,29.7702702702703,30.8,92.2162162162162,99,1667,1667,13.5727080280085,13.5727080280085
2,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.303992467727183,30399,60798,37.4523809523809,92.7619047619048,424.13499877499,72.5825396825397,143.345869064331,36.3547451496124,143.345869064331,147.02711224556,1672.35390455345,424.13499877499,0.038268152789066,4.8603754753682,0.043948814105727,60098312,37.4523809523809,74.1,27.4174603174603,28.3,92.7619047619048,99,1597.2380952381,1623,15.5980282738095,15.849609375
2,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.361797635541984,36181,72362,41.29,90.95,541.458872897789,60.74,133.642652511597,25.288158416748,133.642652511597,137.698043346405,2861.49741738708,541.458872897789,0.022339362558965,4.81087437270672,0.048132997982367,71602249,41.29,48.6,39.26,40.1,90.95,98,1778.4,1872,10.9084217628657,11.4825492240692
3,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.335346361109164,33534,67068,23.1108108108108,90.5945945945946,476.252878858677,70.7081081081081,140.824345588684,39.127293586731,140.824345588684,144.683430194855,1714.09759919466,476.252878858677,0.037335203804133,4.830892348763,0.044671080097811,66302624,23.1108108108108,58.1,29.2918918918919,30.3,90.5945945945946,99,1667.89189189189,1668,13.5799698085971,13.580850024426
3,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.297670013910083,29767,59534,37.6629032258065,95.1129032258065,410.462477432439,72.7193548387097,145.04127240181,35.7954909801483,145.04127240181,148.290714263916,1663.17037062061,410.462477432439,0.038407179163249,4.87716415374805,0.041052171868176,58848175,37.6629032258065,83.6,27.2806451612903,28.3,95.1129032258065,99,1592.53225806452,1619,15.5520728326613,15.810546875
3,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.366983624980753,36699,73398,41.5714285714286,88.7619047619048,543.061462858527,60.4809523809524,135.155972242355,25.3471252918243,135.155972242355,139.184589385986,2895.71299131402,543.061462858527,0.022079377431903,4.8024396314917,0.049810621542821,72604452,41.5714285714286,64.4,39.5190476190476,40.1,88.7619047619048,99,1813.76190476191,1858,11.1253260428259,11.3966754585046
4,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.334004398205282,33400,66800,22.7594594594595,92.1621621621622,486.476838097791,70.6081081081081,137.313834428787,39.1111056804657,137.313834428787,141.111595869064,1707.95478260702,486.476838097791,0.037462744904661,4.82621687614989,0.045973053892216,66020797,22.7594594594595,62,29.3918918918919,30.5,92.1621621621622,99,1667,1667,13.5727080280085,13.5727080280085
4,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.291708932465751,29170,58340,34.9868852459016,92.4754098360656,425.088106288864,72.8065573770492,137.242136716843,35.1765758991241,137.242136716843,140.375458240509,1658.49001811039,425.088106288864,0.038570806906934,4.86508229760467,0.042389441206719,57709242,34.9868852459016,77.8,27.1934426229508,28.4,92.4754098360656,99,1591.47540983607,1618,15.5417520491803,15.80078125
4,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.374286669328967,37430,74860,41.9906976744186,90.2093023255814,544.374469863955,60.553488372093,137.51563334465,25.9008994102478,137.51563334465,141.534148454666,2890.24712286174,544.374469863955,0.02213752086346,4.80942062350667,0.047555436815389,74025030,41.9906976744186,62.2,39.446511627907,40,90.2093023255814,99,1828.60465116279,1874,11.2163690803091,11.4948169048641
