round,worker_name,hostname,mode,ratio_used,allocated_samples,trained_samples,cpu_util,gpu_util,throughput,memory_headroom,time,train_seconds,total_seconds,request_seconds,samples_per_sec_train,samples_per_sec_total,iteration_time,loss,acc,shard_zip_bytes,avg_cpu_percent,max_cpu_percent,avg_memory_percent,max_memory_percent,avg_gpu_util_percent,max_gpu_util_percent,avg_gpu_memory_used_mb,max_gpu_memory_used_mb,avg_gpu_memory_percent,max_gpu_memory_percent
4,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.29719146550784714,29719,59438,36.47878787878787,91.42424242424242,416.1306932153891,73.22424242424242,142.83493375778198,35.4372353553772,142.83493375778198,146.052170753479,1677.275312363806,416.1306932153891,0.03810455414556688,4.852503138558573,0.04227934991083145,58794432,36.47878787878787,71.0,26.775757575757574,27.6,91.42424242424242,99.0,1604.0,1604.0,15.6640625,15.6640625
4,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.37541279319027177,37542,75084,45.033333333333346,90.73333333333333,526.3753151842827,69.98888888888888,142.64346718788147,26.23495101928711,142.64346718788147,146.6786801815033,2861.9836166189375,526.3753151842827,0.022346636302629563,4.791517815511918,0.049304778647914334,74246071,45.033333333333346,62.3,30.011111111111116,31.3,90.73333333333333,99.0,1838.2222222222222,1880.0,11.275361726199007,11.531619947248972
1,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,22.311594202898554,94.57971014492753,464.72006788836217,69.2159420289855,143.44119095802307,38.807517290115356,143.44119095802307,147.61416268348694,1717.7084403948443,464.72006788836217,0.03724329874291301,4.847244222265015,0.04507950795079508,65828528,22.311594202898554,61.3,30.784057971014498,31.5,94.57971014492753,99.0,1622.144927536232,1646.0,13.207498188700805,13.401726103240515
1,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.3333,33330,66660,38.094366197183106,92.07042253521126,422.8670108898875,69.96056338028168,157.6382131576538,40.47735047340393,157.6382131576538,161.81385445594788,1646.8469210651438,422.8670108898875,0.03884582579021491,4.810023871792926,0.04798979897989799,65928535,38.094366197183106,81.0,30.039436619718312,31.1,92.07042253521126,99.0,1581.4084507042253,1604.0,15.44344190140845,15.6640625
1,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.33340000000000003,33340,66680,43.52727272727274,82.0909090909091,518.1014333787786,69.99545454545455,128.70066690444946,23.1515896320343,128.70066690444946,132.8476288318634,2880.1478023667314,518.1014333787786,0.022218416153583782,4.828013022387893,0.04556088782243551,65998942,43.52727272727274,59.3,30.00454545454545,30.7,82.0909090909091,99.0,1880.0,1880.0,11.531619947248972,11.531619947248972
2,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.3307611060181841,33076,66152,23.080555555555556,93.91666666666667,474.09035638550495,68.82499999999999,139.53458261489868,38.4140191078186,139.53458261489868,143.7282431125641,1722.0796348939116,474.09035638550495,0.03715088888570465,4.848013179970272,0.04285584713992018,65373443,23.080555555555556,56.2,31.17500000000001,32.0,93.91666666666667,99.0,1647.4722222222222,1648.0,13.413712931299653,13.418010096075557
2,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.31318956176513013,31318,62636,36.95942028985507,90.27536231884058,423.23459969744755,72.20144927536232,147.99357151985168,37.441023111343384,147.99357151985168,151.893981218338,1672.9243699813155,423.23459969744755,0.03820512562381978,4.864621155669584,0.043249888243182835,61920837,36.95942028985507,75.8,27.798550724637675,29.1,90.27536231884058,99.0,1604.0,1604.0,15.6640625,15.6640625
2,D,uol-bcpqk000684.leeds.ac.uk,stats_only_no_weight_sync,0.3560493322166858,35606,71212,42.7,88.82608695652173,541.9759984610363,68.5391304347826,131.39327239990234,24.565407276153564,131.39327239990234,135.72327661514282,2898.873167436869,541.9759984610363,0.022051532563872142,4.825745245074246,0.0455822052463068,70461126,42.7,56.0,31.460869565217394,32.6,88.82608695652173,97.0,1880.0,1880.0,11.531619947248972,11.531619947248972
3,B,uol-pc-055691.leeds.ac.uk,stats_only_no_weight_sync,0.33149371290102875,33149,66298,22.80277777777777,92.25,471.4597558498582,69.28750000000001,140.62281918525696,38.40887117385864,140.62281918525696,144.47413873672485,1726.111650089912,471.4597558498582,0.037074199974767026,4.838137031748678,0.04479773145494585,65542188,22.80277777777777,50.0,30.712499999999995,31.6,92.25,99.0,1647.638888888889,1648.0,13.415069930702574,13.418010096075557
3,C,uol-pc-8kmklh3.leeds.ac.uk,stats_only_no_weight_sync,0.30070644768666205,30070,60140,36.49104477611941,92.73134328358209,420.321213992114,72.1179104477612,143.08104848861694,36.34314155578613,143.08104848861694,146.37924528121948,1654.782647440813,420.321213992114,0.03866291654870865,4.859660864827797,0.043066178915862986,59450036,36.49104477611941,79.8,27.882089552238796,28.6,92.73134328358209,99.0,1604.8955223880596,1605.0,15.672807835820896,15.673828125
